tweet,brand,sentiment,clean_text,overall
Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},iPad or iPhone App,Positive,dawns ipad app of the week is up early to help you prep for sxsw link,1
Win an iPad at SXSW via @mention #sxsw {link},iPad,Positive,win an ipad at sxsw via sxsw link,1
Already had my first Google Circle search result. {link} cc @mention @mention #sxsw,Other Google product or service,Positive,already had my first google circle search result link cc sxsw,1
so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,iPad,Positive,so the ipad will be available while im in austin for sxsw this is major geekdilemma,1
"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Apple,Positive,buying ipad turn in ur ipad apple store wipes it clean donates to schools mrs jobs idea apple ipad sxsw,1
Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here ��� {link},iPhone,Positive,mondays adfonic daily is out read about iphone white release google social sxsw and all things mobile here link,1
"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",iPad,Positive,lol u r gadgetzilla have fun its sxsw festival time omg im scared got my netbook ipad amp my droid,1
@mention After #SXSW I will never again take a fully charged IPhone for granted; 24/7 pics edit tweet 4square apps =zap! &lt;Good 2 kno!,Unknown,Positive,after sxsw i will never again take a fully charged iphone for granted pics edit tweet square apps zap ltgood kno,1
"packing bag for #sxsw,not taking DELL laptop (sorry richard)...at the mercy of bb torch and iphone, webmail too i suppose...cheers",iPhone,Positive,packing bag for sxswnot taking dell laptop sorry richardat the mercy of bb torch and iphone webmail too i supposecheers,1
Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,iPhone,Positive,best schwag ive seen at sxsw is the battery charger for your iphone how do i get one,1
Waiting eagerly for Google to launch their secret new Social Network called Circles today at #SXSW &gt;&gt; Any new updates ?,Other Google product or service,Positive,waiting eagerly for google to launch their secret new social network called circles today at sxsw gtgt any new updates,1
Google Brain apologies for randy ads popping up with search results; algorithm skewed over weekend by randy queries from #SXSW attendees.,Unknown,Negative,google brain apologies for randy ads popping up with search results algorithm skewed over weekend by randy queries from sxsw attendees,0
2+ hour wait at the makeshift Apple store for iPad 2. #fail #sxsw,Apple,Negative,hour wait at the makeshift apple store for ipad fail sxsw,0
Want to make #SXSW Film more fun? Download #filmaster app {link} check-in to screenings &amp; get private recommendations!,iPad or iPhone App,Positive,want to make sxsw film more fun download filmaster app link checkin to screenings amp get private recommendations,1
"Doesn't make sense to limit content to a specific platform, if it's on the iPad it should be on the web @mention interview w/ @mention #sxsw",iPad or iPhone App,Negative,doesnt make sense to limit content to a specific platform if its on the ipad it should be on the web interview w sxsw,0
The big takeaway from #SXSW interactive - I need an iphone.,iPhone,Positive,the big takeaway from sxsw interactive i need an iphone,1
Guy Kawasaki &quot;I believe in God because there is no other explanation for the continuous survival of Apple over the years.&quot;. LOL #SXSW,Apple,Negative,guy kawasaki quoti believe in god because there is no other explanation for the continuous survival of apple over the yearsquot lol sxsw,0
Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive,apples taking old ipads for teach for america user gets a tax writeoff when you buy a new ipad kinda cool sxsw,1
9 Essential Apps for #SXSW and Beyond | Underwire | Wired.com {link} #SocialMedia #iPhone #Android,iPad or iPhone App,Positive,essential apps for sxsw and beyond underwire wiredcom link socialmedia iphone android,1
My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,Apple,Positive,my informal unscientific observation is that apple is by far the computer of choice at sxsw hands down no contest,1
@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive,alive and loving it great talks from jonathan dahl minimalistprogramming and googles marissa mayer marissagoogle sxsw,1
I just realized that I havnt used my laptop since Thursday. Pure #iPhone with a sprinkle of the #iPad2 on top. #Apple #SXSW,iPhone,Positive,i just realized that i havnt used my laptop since thursday pure iphone with a sprinkle of the ipad on top apple sxsw,1
GroupMe talks about Apple App Store approval woes - there would be a big group of people that would agree with that! #whowillrise #sxsw,Apple,Negative,groupme talks about apple app store approval woes there would be a big group of people that would agree with that whowillrise sxsw,0
It's not all Apple love here at #sxsw. Heard quite a bit of grumbling about holding back features on iPad 1 so people would have to buy v2.,Apple,Negative,its not all apple love here at sxsw heard quite a bit of grumbling about holding back features on ipad so people would have to buy v,0
Why does all the #Android meetups here in #Austin are when I'm at work. Well at least there is the PS meetup #sxsw,Android,Negative,why does all the android meetups here in austin are when im at work well at least there is the ps meetup sxsw,0
Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,Unknown,Positive,monthly value of user ios android utility apps most valuable sxsweisner sxsw,1
DL the #Calyp App today! Avail in the iTunes App Store &amp; Android Market! #Calyp Look for us at #SXSW,Android App,Positive,dl the calyp app today avail in the itunes app store amp android market calyp look for us at sxsw,1
Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard,Other Google product or service,Positive,google analytics can track offsite links as virtual page views using javascript moreknowledge sxsw mitharvard,1
Google analytics rocks #VIEW512 #SXSW,Other Google product or service,Positive,google analytics rocks view sxsw,1
Holler Gram for iPad on the iTunes App Store -  {link} (via @mention #sxsw,Unknown,Positive,holler gram for ipad on the itunes app store link via sxsw,1
Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,iPad or iPhone App,Positive,holler gram for ipad on the itunes app store link via all you sxswsters great app from madebymany free,1
"UMSHINI WAM/NIGHT FISHING are both weird as shit, but as @mention said they work well together. I liked both, esp the iPhone footage. #SXSW",iPhone,Positive,umshini wamnight fishing are both weird as shit but as said they work well together i liked both esp the iphone footage sxsw,1
"Watching an 8 year old report on #sxsw via his iPhone shows that technology isn't going anywhere...until the robots revolt, that is.",iPhone,Positive,watching an year old report on sxsw via his iphone shows that technology isnt going anywhereuntil the robots revolt that is,1
Just won an awesome iPad from @mention at the #sxswbuffalo lounge! My #sxsw experience is complete!,iPad,Positive,just won an awesome ipad from at the sxswbuffalo lounge my sxsw experience is complete,1
"#SXSW Vegan Guide Google Map (Austin, TX) ~ {link} ~ Based on the Lazy Smurf's info ~ {link}",Other Google product or service,Positive,sxsw vegan guide google map austin tx link based on the lazy smurfs info link,1
"Don't by an ipad 2 for the rear-facing camera, here is what you get: {link} #sxsw",iPad,Negative,dont by an ipad for the rearfacing camera here is what you get link sxsw,0
"I'll use an iPad 2 if someone gives it to me. Otherwise, iPhone is actually more than up to task #sxsw",iPhone,Positive,ill use an ipad if someone gives it to me otherwise iphone is actually more than up to task sxsw,1
Just won an iPad 2 at #sxsw thanks to @mention #fxsw,iPad,Positive,just won an ipad at sxsw thanks to fxsw,1
Just got an iPad courtesy of a random stranger on the street...an Apple investor at #sxsw ... THANK YOU!!!! Utter... {link},iPad,Positive,just got an ipad courtesy of a random stranger on the streetan apple investor at sxsw thank you utter link,1
@mention An iPad is cheaper than most laptops. #newsapps #sxsw,iPad,Positive,an ipad is cheaper than most laptops newsapps sxsw,1
Is there an iPhone app that people use for #SXSW scheduling? This @mention is awesome but there isn't an app! #flummoxed,iPad or iPhone App,Positive,is there an iphone app that people use for sxsw scheduling this is awesome but there isnt an app flummoxed,1
@mention and @mention saying hi at #sxsw with their new iPhone cases! #zazzlesxsw {link},Unknown,Positive,and saying hi at sxsw with their new iphone cases zazzlesxsw link,1
@mention and @mention shooting some videos at #sxsw. PS - that is a pic from an iPad 2. {link},iPad,Positive,and shooting some videos at sxsw ps that is a pic from an ipad link,1
"Check in and offers through Google, cool. {link} #SXSW",Google,Positive,check in and offers through google cool link sxsw,1
@mention Android just got a big call out at #sxsw in they #gamelayer opening keynote. I knew you'd appreciate.,Android,Positive,android just got a big call out at sxsw in they gamelayer opening keynote i knew youd appreciate,1
@mention Android needs a way to group apps like you can now do with iPad/iPod. #SXSW #hhrs,Android,Negative,android needs a way to group apps like you can now do with ipadipod sxsw hhrs,0
"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive,awesome hands on review of the ipad coming tomorrow on guest post by hes at sxsw,1
Lonely Planet releases free Austin city guide iPhone app for #SXSW. Like there aren't enough apps cluttering up your handset.,iPad or iPhone App,Negative,lonely planet releases free austin city guide iphone app for sxsw like there arent enough apps cluttering up your handset,0
Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,iPad or iPhone App,Positive,lonely planets new iphone austin city guide is free march for those going to sxsw link travel,1
The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,iPad or iPhone App,Positive,the day bank of america launched their iphone app they got k new customers bankinnovation sxsw,1
@mention another google social failure? #sxsw,Google,Negative,another google social failure sxsw,0
Google plans to bring &quot;The Power of Here&quot; to life in the future by linking the digital and the physical worlds. {link} #sxsw,Unknown,Positive,google plans to bring quotthe power of herequot to life in the future by linking the digital and the physical worlds link sxsw,1
mom...I want my ipad 2 back! {link} #thingsthatdontgotogether #sxsw Lisa Rinna,iPad,Positive,momi want my ipad back link thingsthatdontgotogether sxsw lisa rinna,1
I don't want to lose your love #google #SXSW,Google,Positive,i dont want to lose your love google sxsw,1
So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. #leanstartup #sxsw,Other Google product or service,Positive,so brilliant rosso used a google doc to paste in a recipe to make mothers think they generated a recipe for her leanstartup sxsw,1
what company company has the best supply chain? Walmart and Apple #behance #sxsw,Apple,Positive,what company company has the best supply chain walmart and apple behance sxsw,1
"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",iPad or iPhone App,Negative,is there any way of deleting an app that wont stop loading on the iphone draining my power but no x to cancel help me sxsw,0
Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,Positive,great recap of a seemingly great sxsw session rt relive the wonder that was the google v bing panel link,1
Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Google,Positive,great recap of googlebing qa session on website ranking sxsw qagb link via cc,1
"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",iPad,Positive,ipad graphics much faster than ipad motorola xoom link tech sxsw,1
I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,iPad or iPhone App,Positive,i hope apple approves irelay social network for mobile photo sharing app before sxsw easier to share with people of they can download,1
A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,Apple,Negative,a major apple ios update the day before sxsw what genius project manager came up with that brilliant idea nowhammies,0
@mention Apple is great at turning the new into the old  #SXSW,Apple,Positive,apple is great at turning the new into the old sxsw,1
Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Apple,Positive,sweet apple listened to us a temp apple store near sxsw for ipad launch link,1
@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Apple,Negative,apple popup store at sxsw was blocks long betterthingstodo,0
Does the apple pop-up store still have iPads? #sxsw #sxswi,iPad,Positive,does the apple popup store still have ipads sxsw sxswi,1
"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,Positive,love the apple popup store at sxsw so freaking smart now one question will atampt bring trucks for signal again please say yes,1
Queue at Apple Pop-Up Store at #sxsw still long!,Unknown,Negative,queue at apple popup store at sxsw still long,0
"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Apple,Positive,at sxsw apple schools the marketing experts cnet link sxsw,1
"At SXSW, Apple schools the marketing experts {link}  #SXSW",Apple,Positive,at sxsw apple schools the marketing experts link sxsw,1
"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Apple,Positive,at sxsw apple schools the marketing experts link via sxsw apple,1
"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Apple,Positive,at sxsw apple schools the marketing experts link apple jobsco sxsw,1
"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive,at sxsw apple schools the marketing experts link via sxsw apple marketing,1
clever - Apple set to open popup shop in core of #SXSW action {link},Apple,Positive,clever apple set to open popup shop in core of sxsw action link,1
"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Apple,Positive,re temp apple storegreat move they really need help with brand recognition in all seriousness pretty cool sxsw,1
Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,Apple,Negative,come on apple why cant i have spellchecking without autocorrect must it be all or nothing grrr sxsw,0
Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},Unknown,Positive,line for apples ipad popup store is already wrapping around the block sxsw link,1
@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},iPad,Positive,apples making a temp store for sxsw for u to get an ipad link,1
"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,Positive,not to fear sxsw attendees you can pick up your ipad s from apples austin popup shop link via,1
"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Other Google product or service,Positive,as the search from sxsw via twitter does not work check out googles real time search at least you get some results sxsw,1
"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",Unknown,Positive,share share and share some more posterous joins the sxsw pile on with posterous events for iphone link socmedia,1
Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},iPad or iPhone App,Positive,tried square its a credit card reader for iphone and android amazingly simple sxsw impressed link,1
@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,iPhone,Negative,arg it wont load on me iphone not via the app store or the site just trying to sxsw it and am feelin so out of touch,0
"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",iPhone,Negative,had to charge the iphone every hours here on sxsw running it on lowest possible screen brightness apple fix your basics,0
iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,iPhone,Positive,iphone charging party in the hallway ux and ia professionals unite sxsw,1
"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",Google,Positive,rachael harris thats who i saw that was driving me nuts thank you google sxsw,1
I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,iPhone,Positive,i go to bars and get free drinks because i have an iphone doesdroid sxsw,1
Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},iPad or iPhone App,Positive,such a smart idea rt wt wrote about our hollergram ipad app for sxsw link,1
Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,Google,Positive,googles art project puts famous artworks into billion pixels allowing you to zoom in amp get an entirely different view of art sxsw,1
Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,Positive,googles art project would be a great virtual field trip for kids museums around the world edtech sxsw,1
Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,iPad or iPhone App,Positive,good cnn article on why sxsw is important to social web innovators link this is why im bringing griddler ipad app there,1
Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Android,Positive,android party sxsw lustre pearl bar w others link,1
Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,Positive,apple case study of great mktg at sxsw they just showed everyone up again with buzz about the quotpopup storequot link,1
Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches,Unknown,Negative,is the flash discussion still relevant sxsw tapworthy ipad design headaches,0
"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",iPad,Positive,got my flask amp my ipad yes im sitting on th st waiting for aicn screening sxsw prepared iloveasurprise link,1
"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW",Other Google product or service,Negative,guy just asked googles mayer it can take a year to remove deadly routes from google maps such as through death valley sxsw,0
@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},iPhone,Positive,at cnngrill sxsw rockin the iphone couldnt be cooler link,1
"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",iPad or iPhone App,Negative,nyt wsj at sxsw ask is there a future for branded native news apps on the ipad link no there is not,0
"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",iPad,Positive,at sxsw out of attendees have mac or ipad,1
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,Positive,at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot via,1
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Apple,Positive,at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot via,1
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;�۝,Apple,Positive,at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot,1
@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Google,Positive,at sxsw google will connect the digital amp physical worlds through mobile link and link,1
@mention at #SXSW! Be the first to send us a pic of @mention and get a free download of our game! #Android #videogame #smartphone,Android App,Positive,at sxsw be the first to send us a pic of and get a free download of our game android videogame smartphone,1
I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,Positive,i just shat a tear rt good news for austinbound apple fanboys link sxsw ipad,1
I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,Apple,Positive,i hear that apple is opening a popup store downtown in the scarborough building for sxsw and the ipad cool sxsw newapplestoreaustin,1
I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Apple,Positive,i love that apple was smart enough to have a popup sxsw store story map link tip,1
80s band at google/ACLU 1986 party rocks  #SXSW  {link},Google,Positive,s band at googleaclu party rocks sxsw link,1
"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",iPad,Positive,hoping that it will be easier to get an ipad today since of the target audience is busy at sxsw awesometiming,1
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,Positive,oh is that my excuse rt rt at sxsw quotapple comes up with cool technology because they dont go to conferencesquot,1
Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,iPhone,Positive,wonder what percentage of sxsw interactive participants have an iphone its gotta be high,1
@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Android,Positive,at team android party just walked in dl appolicious app amp enter to win free nexus s androidsxsw sxsw,1
Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,Positive,geek out at the sxsw interactive panels with this ipad holler gram app use your ipad to display messages to others link,1
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",iPad,Positive,the line at the apple store goes around the block oh thats right ipad also sxsw,1
The band at the Google party is the most entertaining band I have ever seen #sxsw,Unknown,Positive,the band at the google party is the most entertaining band i have ever seen sxsw,1
The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},Apple,Positive,the line at the popup apple store is phenomenal sxsw apple ipad link,1
"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Apple,Positive,venturebeat rt on its second day in business the apple popup store appears to be trending sxsw vb link,1
bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,Positive,bout to watch the live at sxsw apple store for ipad w and living vicariously through all those that buy one,1
Another late start at #sxsw #sxswi damn you google and your rocking 80's party,Google,Positive,another late start at sxsw sxswi damn you google and your rocking s party,1
The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,Google,Positive,the spasmatics are rockin it at the aclu google party sxsw,1
"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",iPad,Positive,great location choice and nice timing for ipad launch apple hp popping in for sxsw link,1
Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive,congratulation rt yes gowalla wins best andoid app at the team android choice awards thanks all sxsw,1
We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive,we just launched spins ipad app at sxsw tons of music photos videos and more whatcha think link,1
"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,Positive,i dont have a television but still have a twoscreen expierence iphone and ipad psych sxsw,1
"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,Positive,the ppl have spoken quotgreat sxsw session w bing google and danny sullivan bring it back next year with a larger roomquot qagb sxswi,1
"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,Positive,anyone leaving sxsw with an iphoneipad and time to kill in airports or on flights download tiny wings youre welcome and im sorry,1
Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,Positive,matthew davisdesigning for ipad quotthe web has been like a strip mall of contentquot sxsw,1
iPad giveaway for using @mention at #sxsw {link},iPad,Positive,ipad giveaway for using at sxsw link,1
Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive,win this awesome ipad from quibids and custom case if we catch you at sxsw wearing an openbeta vip badge,1
@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,Positive,awesome i traded in sxsw last year for the ipad,1
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,Positive,rt haha awesomely rad ipad app by link hollergram sxsw via,1
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,Positive,rt haha awesomely rad ipad app by link hollergram sxsw via,1
Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,Positive,piece of awesomeness arduino android flaming skulls link sxsw smartthings,1
"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,Positive,dude i may actually buy an ipad tomorrow apple will have a temporary store in downtown austin for sxsw link,1
Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,Positive,giving away an ipad at this panel wish me luck sxsw,1
Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,Positive,giving away an ipad to sharers who invite the most friends to join aos this sxsw the ginger man link,1
"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,Positive,giving away apple gift cards in exchange serious style find us on th or by the conv cntr u look hot well do the rest sxsw fashion,1
"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",Unknown,Positive,android may be gaining market share but youd never know it at sxsw apparently our industry movers and shakers are apple loyalists,1
"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,Positive,have to say pretty smart timing for apple to drop the ipad right on top of sxsw its nearly all that anyones talking about,1
"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,Positive,marissa mayer sxsw google quotmaking smart phones smarterquot amp life more efficient knowing your sched gt suggest flights maps weather amp more,1
Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,Positive,marissa mayer from quotmobile is a cursorquot sxsw demo of next gen google maps is really impressive btw,1
Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,Positive,marissa mayer of google speaking at sxsw mobile phone usage of google maps surpassed online use in the past couple months,1
"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,Positive,marissa mayer talks the future of google maps and discusses hotpot its answer to locationbased ratings and recommendations sxsw kek,1
"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,Positive,marissa mayer vp consumer products for google doing great job at sxsw audience has tons of respect for what google is doing w location,1
"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",Google,Positive,marissa mayer quotour focus is on location based servicesquot demoed hotpot google maps vector maps augmented reality sxsw webvisions,1
Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,Google,Positive,marissa mayer google wil connect the digital amp physical worlds through mobile link sxsw,1
Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw,Unknown,Positive,marissa mayer checkins are fun but what do you get from them thats why google is testing loyalty offers watch out foursquare sxsw,1
"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH",Other Google product or service,Negative,marissa mayer google maps should have better customer service quicker responses sxsw fh,0
Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,Google,Positive,marissa mayer google will connect the digital amp physical worlds through mobile link google sxsw mobile hotpot,1
Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw,Other Google product or service,Positive,marissa mayer location and contextual discovery will enable mobile devices to make us more efficient eg google places whotpot sxsw,1
Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,iPad,Negative,nothing says douche cake like walking around with a ipad like its an iphone sxsw,0
Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,Google,Positive,crowley says no hard feelings towards google after dodgeball experience says they would be good partner sxsw checkins,1
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,iPad or iPhone App,Negative,really amazing to see so many people putting up with apples notes app on the ipad at sxsw,0
really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},iPad or iPhone App,Negative,really amazing to see so many people putting up with apples notes app on the ipad at sxsw link,0
Google web fonts...pretty... #sxsw #tradeshow {link},Other Google product or service,Positive,google web fontspretty sxsw tradeshow link,1
Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds,Other Google product or service,Positive,chrome web store google calls it the html hot tub sxsw steamy hot nerds,1
Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},Apple,Positive,apple grabbed the tablet mindshare at sxsw but rim owns one of the most popular events foodspotting mnbuzz link,1
@mention be sure to use our FREE App for checking out the bands at #SXSW! {link},Unknown,Positive,be sure to use our free app for checking out the bands at sxsw link,1
"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E",Unknown,Positive,enjoying berkowitz talk about rfid and ncfimpact on mobile retail would you carry a nfc phone google bullish sxsw ballroom e,1
@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,iPad,Negative,best thing ive heard at sxsw quoti gave my ipad money to japan relief i dont need an ipad sxswgood,0
